PlayerName,Team,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G60,A60,FirstA60,Points60,Shots60,iFenwick60,iCorsi60,IGP,IAP,IPP,Year,Position,Situation
"BURISH, ADAM",Chicago,468:00:00,6,3,2,9,74,85,94,8.11,0.769,0.385,0.256,1.15,9.49,10.897,12.051,37.5,18.7,56.2,2008,Forward,5v5
"FOLIGNO, NICK",Ottawa,890:13:00,9,8,8,17,110,142,174,8.18,0.607,0.539,0.539,1.15,7.41,9.571,11.727,34.6,30.8,65.4,2008,Forward,5v5
"PARK, RICHARD",NY Islanders,849:11:00,7,9,6,16,94,127,175,7.45,0.495,0.636,0.424,1.13,6.64,8.973,12.365,25.9,33.3,59.3,2008,Forward,5v5
"KOPECKY, TOMAS",Detroit,743:42:00,4,10,9,14,102,131,157,3.92,0.323,0.807,0.726,1.13,8.23,10.569,12.666,16,40,56,2008,Forward,5v5
"TLUSTY, JIRI",Toronto,159:41:00,0,3,1,3,21,31,37,0,0,1.127,0.376,1.13,7.89,11.648,13.902,0,75,75,2008,Forward,5v5
"GORDON, BOYD",Washington,586:00:00,4,7,4,11,64,88,106,6.25,0.41,0.717,0.41,1.13,6.55,9.01,10.853,30.8,53.8,84.6,2008,Forward,5v5
"BOYLE, BRIAN",Los Angeles,267:51:00,4,1,0,5,36,45,58,11.11,0.896,0.224,0,1.12,8.06,10.08,12.992,80,20,100,2008,Forward,5v5
"TOOTOO, JORDIN",Nashville,807:25:00,4,11,4,15,127,176,229,3.15,0.297,0.817,0.297,1.11,9.44,13.079,17.017,21.1,57.9,79,2008,Forward,5v5
"WELLWOOD, KYLE",Vancouver,753:42:00,8,6,4,14,52,73,94,15.38,0.637,0.478,0.318,1.11,4.14,5.811,7.483,29.6,22.2,51.8,2008,Forward,5v5
"FISHER, MIKE",Ottawa,969:13:00,6,12,6,18,120,164,209,5,0.371,0.743,0.371,1.11,7.43,10.152,12.938,18.2,36.4,54.5,2008,Forward,5v5
"KELLY, CHRIS",Ottawa,972:55:00,10,8,7,18,102,128,164,9.8,0.617,0.493,0.432,1.11,6.29,7.894,10.114,40,32,72,2008,Forward,5v5
"TAMBELLINI, JEFF",NY Islanders,758:16:00,7,7,2,14,88,117,150,7.95,0.554,0.554,0.158,1.11,6.96,9.258,11.869,38.9,38.9,77.8,2008,Forward,5v5
"OLESZ, ROSTISLAV",Florida,380:43:00,4,3,2,7,58,69,83,6.9,0.63,0.473,0.315,1.1,9.14,10.874,13.081,44.4,33.3,77.8,2008,Forward,5v5
"BOLL, JARED",Columbus,652:58:00,3,9,4,12,71,100,128,4.23,0.276,0.827,0.368,1.1,6.52,9.189,11.762,15,45,60,2008,Forward,5v5
"REGIN, PETER",Ottawa,108:52:00,1,1,0,2,7,12,19,14.29,0.551,0.551,0,1.1,3.86,6.614,10.472,50,50,100,2008,Forward,5v5
"STASTNY, YAN",St. Louis,331:10:00,3,3,2,6,25,32,43,12,0.543,0.543,0.362,1.09,4.53,5.798,7.791,30,30,60,2008,Forward,5v5
"THOMAS, WILLIAM",Pittsburgh,111:22:00,1,1,1,2,11,15,21,9.09,0.539,0.539,0.539,1.08,5.93,8.081,11.314,50,50,100,2008,Forward,5v5
"ROLSTON, BRIAN",New Jersey,724:38:00,7,6,3,13,101,134,179,6.93,0.58,0.497,0.248,1.08,8.36,11.095,14.821,25,21.4,46.4,2008,Forward,5v5
"BITZ, BYRON",Boston,338:13:00,4,2,2,6,28,35,42,14.29,0.71,0.355,0.355,1.06,4.97,6.209,7.451,66.7,33.3,100,2008,Forward,5v5
"PAHLSSON, SAMUEL",Chicago,794:33:00,6,8,3,14,62,88,104,9.68,0.453,0.604,0.227,1.06,4.68,6.645,7.854,28.6,38.1,66.7,2008,Forward,5v5
"DRAPER, KRIS",Detroit,738:40:00,5,8,4,13,84,104,123,5.95,0.406,0.65,0.325,1.06,6.82,8.448,9.991,23.8,38.1,61.9,2008,Forward,5v5
"GIROUX, ALEXANDRE",Washington,114:18:00,1,1,1,2,19,25,32,5.26,0.525,0.525,0.525,1.05,9.97,13.123,16.798,20,20,40,2008,Forward,5v5
"MCCLEMENT, JAY",St. Louis,977:33:00,5,12,6,17,109,161,192,4.59,0.307,0.737,0.368,1.04,6.69,9.882,11.785,25,60,85,2008,Forward,5v5
"JOHNSON, RYAN",Vancouver,463:43:00,2,6,4,8,18,27,35,11.11,0.259,0.776,0.518,1.04,2.33,3.494,4.529,16.7,50,66.7,2008,Forward,5v5
"ARMSTRONG, DEREK",Los Angeles,464:59:00,4,4,2,8,41,53,64,9.76,0.516,0.516,0.258,1.03,5.29,6.839,8.258,40,40,80,2008,Forward,5v5
"HALPERN, JEFF",Tampa Bay,581:29:00,4,6,6,10,40,61,76,10,0.413,0.619,0.619,1.03,4.13,6.294,7.842,23.5,35.3,58.8,2008,Forward,5v5
"GILLIES, COLTON",Minnesota,350:22:00,2,4,2,6,19,31,44,10.53,0.343,0.685,0.343,1.03,3.25,5.309,7.535,28.6,57.1,85.7,2008,Forward,5v5
"SIMMONDS, WAYNE",Los Angeles,993:06:00,7,10,7,17,119,159,210,5.88,0.423,0.604,0.423,1.03,7.19,9.606,12.688,29.2,41.7,70.8,2008,Forward,5v5
"FRITSCHE, DAN",Minnesota,474:52:00,2,6,4,8,46,67,85,4.35,0.253,0.758,0.505,1.01,5.81,8.466,10.74,20,60,80,2008,Forward,5v5
"MINARD, CHRISTOPHER",Pittsburgh,178:22:00,1,2,2,3,29,34,43,3.45,0.336,0.673,0.673,1.01,9.76,11.437,14.465,16.7,33.3,50,2008,Forward,5v5
"CLUTTERBUCK, CAL",Minnesota,896:59:00,8,7,5,15,122,183,231,6.56,0.535,0.468,0.335,1,8.16,12.241,15.452,34.8,30.4,65.2,2008,Forward,5v5
"MALTBY, KIRK",Detroit,602:58:00,5,5,4,10,52,71,100,9.62,0.497,0.497,0.398,1,5.17,7.065,9.951,29.4,29.4,58.8,2008,Forward,5v5
"CHIPCHURA, KYLE",Montreal,120:45:00,0,2,1,2,4,7,11,0,0,0.994,0.497,0.99,1.99,3.478,5.466,0,66.7,66.7,2008,Forward,5v5
"NOKELAINEN, PETTERI",Anaheim,487:28:00,3,5,4,8,52,68,81,5.77,0.369,0.615,0.492,0.98,6.4,8.37,9.97,27.3,45.5,72.7,2008,Forward,5v5
"VEILLEUX, STEPHANE",Minnesota,1037:07:00,11,6,2,17,125,175,228,8.8,0.636,0.347,0.116,0.98,7.23,10.124,13.19,45.8,25,70.8,2008,Forward,5v5
"BAILEY, JOSH",NY Islanders,796:56:00,4,9,5,13,41,63,76,9.76,0.301,0.678,0.376,0.98,3.09,4.743,5.722,16,36,52,2008,Forward,5v5
"MCGINN, JAMIE",San Jose,307:13:00,3,2,1,5,26,34,44,11.54,0.586,0.391,0.195,0.98,5.08,6.64,8.593,50,33.3,83.3,2008,Forward,5v5
"PLIHAL, TOMAS",San Jose,557:07:00,4,5,3,9,74,99,120,5.41,0.431,0.538,0.323,0.97,7.97,10.662,12.924,33.3,41.7,75,2008,Forward,5v5
"BELANGER, ERIC",Minnesota,995:15:00,7,9,4,16,104,149,191,6.73,0.422,0.543,0.241,0.96,6.27,8.983,11.515,25,32.1,57.1,2008,Forward,5v5
"KARSUMS, MARTINS",Tampa Bay,250:34:00,1,3,3,4,26,29,35,3.85,0.239,0.718,0.718,0.96,6.23,6.944,8.381,16.7,50,66.7,2008,Forward,5v5
"POWE, DARROLL",Philadelphia,566:30:00,4,5,2,9,68,95,124,5.88,0.424,0.53,0.212,0.95,7.2,10.062,13.133,26.7,33.3,60,2008,Forward,5v5
"JEFFREY, DUSTIN",Pittsburgh,126:05:00,1,1,0,2,16,20,22,6.25,0.476,0.476,0,0.95,7.61,9.518,10.469,25,25,50,2008,Forward,5v5
"WALLACE, TIM",Pittsburgh,127:20:00,0,2,1,2,17,21,24,0,0,0.942,0.471,0.94,8.01,9.895,11.309,0,50,50,2008,Forward,5v5
"JACKMAN, TIM",NY Islanders,701:45:00,4,7,5,11,90,109,142,4.44,0.342,0.599,0.427,0.94,7.7,9.32,12.141,22.2,38.9,61.1,2008,Forward,5v5
"MARCHANT, TODD",Anaheim,702:18:00,3,8,5,11,76,105,114,3.95,0.256,0.683,0.427,0.94,6.49,8.97,9.739,17.6,47.1,64.7,2008,Forward,5v5
"CAVANAGH, TOM",San Jose,128:27:00,1,1,1,2,9,16,21,11.11,0.467,0.467,0.467,0.93,4.2,7.474,9.809,50,50,100,2008,Forward,5v5
"RICHARDSON, BRAD",Los Angeles,323:29:00,0,5,4,5,37,48,66,0,0,0.927,0.742,0.93,6.86,8.903,12.242,0,83.3,83.3,2008,Forward,5v5
"TARNASKY, NICK",Florida,323:51:00,0,5,3,5,37,46,56,0,0,0.926,0.556,0.93,6.86,8.523,10.375,0,45.5,45.5,2008,Forward,5v5
"SUTTER, BRANDON",Carolina,324:38:00,0,5,3,5,50,61,70,0,0,0.924,0.554,0.92,9.24,11.274,12.938,0,55.6,55.6,2008,Forward,5v5
"CLARK, CHRIS",Washington,325:04:00,1,4,1,5,30,44,63,3.33,0.185,0.738,0.185,0.92,5.54,8.121,11.628,12.5,50,62.5,2008,Forward,5v5
"SZCZECHURA, PAUL",Tampa Bay,325:28:00,2,3,2,5,42,55,70,4.76,0.369,0.553,0.369,0.92,7.74,10.139,12.905,20,30,50,2008,Forward,5v5
"GOC, MARCEL",San Jose,653:49:00,1,9,5,10,97,131,158,1.03,0.092,0.826,0.459,0.92,8.9,12.022,14.499,6.7,60,66.7,2008,Forward,5v5
"GRATTON, CHRIS",Columbus,198:00:00,0,3,2,3,19,25,32,0,0,0.909,0.606,0.91,5.76,7.576,9.697,0,60,60,2008,Forward,5v5
"NEIL, CHRIS",Ottawa,594:51:00,2,7,5,9,56,70,94,3.57,0.202,0.706,0.504,0.91,5.65,7.061,9.481,13.3,46.7,60,2008,Forward,5v5
"MOLLER, OSCAR",Los Angeles,404:56:00,2,4,2,6,51,80,105,3.92,0.296,0.593,0.296,0.89,7.56,11.854,15.558,15.4,30.8,46.2,2008,Forward,5v5
"WILLIAMS, JUSTIN",Los Angeles,540:32:00,1,7,5,8,78,112,133,1.28,0.111,0.777,0.555,0.89,8.66,12.432,14.763,6.2,43.8,50,2008,Forward,5v5
"MAY, BRAD",Toronto,406:59:00,0,6,3,6,31,44,58,0,0,0.885,0.442,0.88,4.57,6.487,8.551,0,46.2,46.2,2008,Forward,5v5
"EAVES, PATRICK",Carolina,678:20:00,4,6,3,10,104,134,167,3.85,0.354,0.531,0.265,0.88,9.2,11.853,14.771,19,28.6,47.6,2008,Forward,5v5
"RAYMOND, MASON",Vancouver,746:36:00,5,6,2,11,109,146,177,4.59,0.402,0.482,0.161,0.88,8.76,11.733,14.225,20.8,25,45.8,2008,Forward,5v5
"TUCKER, DARCY",Colorado,749:52:00,6,5,2,11,79,104,131,7.59,0.48,0.4,0.16,0.88,6.32,8.322,10.482,35.3,29.4,64.7,2008,Forward,5v5
"RUPP, MICHAEL",New Jersey,614:12:00,3,6,2,9,76,97,120,3.95,0.293,0.586,0.195,0.88,7.42,9.476,11.723,20,40,60,2008,Forward,5v5
"MURRAY, ANDREW",Columbus,623:08:00,7,2,1,9,80,102,125,8.75,0.674,0.193,0.096,0.87,7.7,9.821,12.036,50,14.3,64.3,2008,Forward,5v5
"JANSSEN, CAM",St. Louis,277:50:00,1,3,2,4,22,35,37,4.55,0.216,0.648,0.432,0.86,4.75,7.559,7.99,10,30,40,2008,Forward,5v5
"MATTHIAS, SHAWN",Florida,138:58:00,0,2,2,2,10,16,23,0,0,0.864,0.864,0.86,4.32,6.908,9.93,0,50,50,2008,Forward,5v5
"LUNDQVIST, JOEL",Dallas,420:07:00,1,5,2,6,29,54,69,3.45,0.143,0.714,0.286,0.86,4.14,7.712,9.854,12.5,62.5,75,2008,Forward,5v5
"BRADLEY, MATT",Washington,775:08:00,5,6,6,11,91,114,154,5.49,0.387,0.464,0.464,0.85,7.04,8.824,11.921,25,30,55,2008,Forward,5v5
"CARCILLO, DAN",Philadelphia,776:01:00,1,10,4,11,120,149,189,0.83,0.077,0.773,0.309,0.85,9.28,11.52,14.613,4.8,47.6,52.4,2008,Forward,5v5
"THORNTON, SHAWN",Boston,777:06:00,6,5,3,11,135,173,207,4.44,0.463,0.386,0.232,0.85,10.42,13.357,15.982,26.1,21.7,47.8,2008,Forward,5v5
"STAUBITZ, BRAD",San Jose,212:22:00,1,2,2,3,22,29,40,4.55,0.282,0.565,0.565,0.85,6.22,8.193,11.301,33.3,66.7,100,2008,Forward,5v5
"BONK, RADEK",Nashville,780:39:00,3,8,4,11,71,86,116,4.23,0.231,0.615,0.307,0.85,5.46,6.61,8.916,20,53.3,73.3,2008,Forward,5v5
"RYAN, MICHAEL",Carolina,142:37:00,0,2,1,2,24,31,40,0,0,0.841,0.421,0.84,10.1,13.042,16.828,0,66.7,66.7,2008,Forward,5v5
"GODARD, ERIC",Pittsburgh,286:02:00,2,2,0,4,20,29,34,10,0.419,0.419,0,0.84,4.2,6.083,7.132,33.3,33.3,66.7,2008,Forward,5v5
"FEDORUK, TODD",Phoenix,726:34:00,4,6,1,10,52,70,92,7.69,0.33,0.495,0.083,0.83,4.29,5.781,7.597,20,30,50,2008,Forward,5v5
"YELLE, STEPHANE",Boston,813:01:00,5,6,4,11,65,90,103,7.69,0.369,0.443,0.295,0.81,4.8,6.642,7.601,25,30,55,2008,Forward,5v5
"STEWART, ANTHONY",Florida,444:04:00,2,4,1,6,56,77,87,3.57,0.27,0.54,0.135,0.81,7.57,10.404,11.755,33.3,66.7,100,2008,Forward,5v5
"HOLIK, BOBBY",New Jersey,598:25:00,4,4,1,8,76,96,117,5.26,0.401,0.401,0.1,0.8,7.62,9.625,11.731,30.8,30.8,61.5,2008,Forward,5v5
"HELMINEN, DWIGHT",Carolina,151:06:00,1,1,1,2,15,19,29,6.67,0.397,0.397,0.397,0.79,5.96,7.545,11.516,20,20,40,2008,Forward,5v5
"TURRIS, KYLE",Phoenix,614:21:00,4,4,3,8,63,75,98,6.35,0.391,0.391,0.293,0.78,6.15,7.325,9.571,23.5,23.5,47.1,2008,Forward,5v5
"MOEN, TRAVIS",San Jose,1002:25:00,4,9,5,13,86,120,149,4.65,0.239,0.539,0.299,0.78,5.15,7.183,8.918,21,47.4,68.4,2008,Forward,5v5
"CRAIG, RYAN",Tampa Bay,465:11:00,2,4,1,6,60,67,76,3.33,0.258,0.516,0.129,0.77,7.74,8.642,9.803,25,50,75,2008,Forward,5v5
"STUART, COLIN",Winnipeg,310:22:00,2,2,0,4,38,52,67,5.26,0.387,0.387,0,0.77,7.35,10.053,12.952,20,20,40,2008,Forward,5v5
"HALL, ADAM",Tampa Bay,622:15:00,4,4,3,8,80,105,130,5,0.386,0.386,0.289,0.77,7.71,10.124,12.535,33.3,33.3,66.7,2008,Forward,5v5
"ROY, ANDRE",Calgary,233:44:00,3,0,0,3,26,35,45,11.54,0.77,0,0,0.77,6.67,8.985,11.552,60,0,60,2008,Forward,5v5
"NYSTROM, ERIC",Calgary,545:35:00,4,3,2,7,75,105,127,5.33,0.44,0.33,0.22,0.77,8.25,11.547,13.967,44.4,33.3,77.8,2008,Forward,5v5
"HORDICHUK, DARCY",Vancouver,391:05:00,4,1,0,5,25,37,40,16,0.614,0.153,0,0.77,3.84,5.676,6.137,36.4,9.1,45.5,2008,Forward,5v5
"NOVOTNY, JIRI",Columbus,469:29:00,3,3,3,6,51,71,83,5.88,0.383,0.383,0.383,0.77,6.52,9.074,10.607,27.3,27.3,54.5,2008,Forward,5v5
"AXELSSON, PJ",Boston,865:01:00,1,10,5,11,59,91,126,1.69,0.069,0.694,0.347,0.76,4.09,6.312,8.74,4.5,45.4,50,2008,Forward,5v5
"SMITHSON, JERRED",Nashville,871:41:00,4,7,7,11,66,88,109,6.06,0.275,0.482,0.482,0.76,4.54,6.057,7.503,15.4,26.9,42.3,2008,Forward,5v5
"HOLLWEG, RYAN",Toronto,159:43:00,0,2,0,2,12,22,26,0,0,0.751,0,0.75,4.51,8.265,9.767,0,66.7,66.7,2008,Forward,5v5
"STEEN, ALEXANDER",St. Louis,968:46:00,3,9,7,12,116,164,202,2.59,0.186,0.557,0.433,0.74,7.18,10.157,12.511,12,36,48,2008,Forward,5v5
"PANDOLFO, JAY",New Jersey,726:54:00,4,5,3,9,56,78,103,7.14,0.33,0.413,0.248,0.74,4.62,6.438,8.502,28.6,35.7,64.3,2008,Forward,5v5
"FIDDLER, VERNON",Nashville,811:45:00,7,3,2,10,96,135,170,7.29,0.517,0.222,0.148,0.74,7.1,9.978,12.565,31.8,13.6,45.5,2008,Forward,5v5
"BETTS, BLAIR",NY Rangers,570:54:00,4,3,2,7,67,90,107,5.97,0.42,0.315,0.21,0.74,7.04,9.459,11.245,33.3,25,58.3,2008,Forward,5v5
"BOOGAARD, DEREK",Minnesota,247:14:00,0,3,2,3,12,20,25,0,0,0.728,0.485,0.73,2.91,4.854,6.067,0,50,50,2008,Forward,5v5
"PURCELL, TEDDY",Los Angeles,416:08:00,2,3,1,5,45,56,74,4.44,0.288,0.433,0.144,0.72,6.49,8.074,10.67,15.4,23.1,38.5,2008,Forward,5v5
"BROUWER, TROY",Chicago,765:24:00,4,5,4,9,93,133,164,4.3,0.314,0.392,0.314,0.71,7.29,10.426,12.856,17.4,21.7,39.1,2008,Forward,5v5
"ADAMS, CRAIG",Pittsburgh,343:36:00,1,3,3,4,42,59,72,2.38,0.175,0.524,0.524,0.7,7.33,10.303,12.573,20,60,80,2008,Forward,5v5
"COTE, RILEY",Philadelphia,260:12:00,0,3,2,3,24,30,34,0,0,0.692,0.461,0.69,5.53,6.918,7.84,0,75,75,2008,Forward,5v5
"SJOSTROM, FREDRIK",NY Rangers,697:46:00,4,4,1,8,77,105,123,5.19,0.344,0.344,0.086,0.69,6.62,9.029,10.577,25,25,50,2008,Forward,5v5
"PRUST, BRANDON",Phoenix,262:39:00,1,2,1,3,23,32,37,4.35,0.228,0.457,0.228,0.69,5.25,7.31,8.452,20,40,60,2008,Forward,5v5
"DORSETT, DEREK",Columbus,447:28:00,4,1,1,5,57,76,88,7.02,0.536,0.134,0.134,0.67,7.64,10.191,11.8,36.4,9.1,45.4,2008,Forward,5v5
"PIHLSTROM, ANTTI",Nashville,564:10:00,1,5,3,6,84,116,143,1.19,0.106,0.532,0.319,0.64,8.93,12.337,15.208,8.3,41.7,50,2008,Forward,5v5
"ROBERTS, GARY",Tampa Bay,300:52:00,2,1,0,3,27,34,42,7.41,0.399,0.199,0,0.6,5.38,6.78,8.376,33.3,16.7,50,2008,Forward,5v5
"VRANA, PETR",New Jersey,100:40:00,1,0,0,1,5,9,17,20,0.596,0,0,0.6,2.98,5.364,10.133,33.3,0,33.3,2008,Forward,5v5
"WINNIK, DANIEL",Phoenix,509:10:00,1,4,1,5,57,80,94,1.75,0.118,0.471,0.118,0.59,6.72,9.427,11.077,10,40,50,2008,Forward,5v5
"PETERS, WARREN",Calgary,102:28:00,1,0,0,1,12,17,24,8.33,0.586,0,0,0.59,7.03,9.954,14.053,50,0,50,2008,Forward,5v5
"ORR, COLTON",NY Rangers,514:47:00,1,4,1,5,39,61,69,2.56,0.117,0.466,0.117,0.58,4.55,7.11,8.042,14.3,57.1,71.4,2008,Forward,5v5
"WILLSIE, BRIAN",Colorado,413:29:00,1,3,2,4,56,79,100,1.79,0.145,0.435,0.29,0.58,8.13,11.464,14.511,16.7,50,66.7,2008,Forward,5v5
"SHELLEY, JODY",San Jose,428:14:00,2,2,0,4,43,55,63,4.65,0.28,0.28,0,0.56,6.02,7.706,8.827,33.3,33.3,66.7,2008,Forward,5v5
"KOCI, DAVID",Tampa Bay,214:39:00,1,1,0,2,13,19,24,7.69,0.28,0.28,0,0.56,3.63,5.311,6.709,11.1,11.1,22.2,2008,Forward,5v5
"BROWN, MIKE",Anaheim,324:42:00,2,1,0,3,35,51,65,5.71,0.37,0.185,0,0.55,6.47,9.424,12.011,40,20,60,2008,Forward,5v5
"PETERS, ANDREW",Buffalo,111:56:00,0,1,1,1,10,13,15,0,0,0.536,0.536,0.54,5.36,6.968,8.04,0,100,100,2008,Forward,5v5
"WELLER, CRAIG",Minnesota,230:07:00,0,2,1,2,25,36,43,0,0,0.521,0.261,0.52,6.52,9.386,11.212,0,50,50,2008,Forward,5v5
"LARAQUE, GEORGES",Montreal,236:38:00,0,2,0,2,14,17,23,0,0,0.507,0,0.51,3.55,4.311,5.832,0,66.7,66.7,2008,Forward,5v5
"NODL, ANDREAS",Philadelphia,383:09:00,1,2,2,3,32,46,60,3.12,0.157,0.313,0.313,0.47,5.01,7.203,9.396,20,40,60,2008,Forward,5v5
"BRASHEAR, DONALD",Washington,512:36:00,1,3,2,4,43,60,69,2.33,0.117,0.351,0.234,0.47,5.03,7.023,8.076,12.5,37.5,50,2008,Forward,5v5
"THOMPSON, NATE",NY Islanders,385:38:00,1,2,1,3,46,61,79,2.17,0.156,0.311,0.156,0.47,7.16,9.491,12.291,11.1,22.2,33.3,2008,Forward,5v5
"LEMIEUX, CLAUDE",San Jose,136:10:00,0,1,0,1,17,23,29,0,0,0.441,0,0.44,7.49,10.135,12.778,0,50,50,2008,Forward,5v5
"BELAK, WADE",Nashville,275:08:00,0,2,2,2,19,27,31,0,0,0.436,0.436,0.44,4.14,5.888,6.76,0,33.3,33.3,2008,Forward,5v5
"HINOTE, DAN",St. Louis,416:57:00,1,2,0,3,22,30,36,4.55,0.144,0.288,0,0.43,3.17,4.317,5.181,7.7,15.4,23.1,2008,Forward,5v5
"DEVEAUX, ANDRE",Toronto,148:12:00,0,1,1,1,14,17,22,0,0,0.405,0.405,0.4,5.67,6.883,8.907,0,50,50,2008,Forward,5v5
"STEWART, GREGORY",Montreal,166:27:00,0,1,1,1,16,19,21,0,0,0.36,0.36,0.36,5.77,6.849,7.57,0,25,25,2008,Forward,5v5
"ZEILER, JOHN",Los Angeles,175:47:00,0,1,1,1,3,9,9,0,0,0.341,0.341,0.34,1.02,3.072,3.072,0,50,50,2008,Forward,5v5
"HELM, DARREN",Detroit,178:56:00,0,1,0,1,28,32,38,0,0,0.335,0,0.34,9.39,10.73,12.742,0,25,25,2008,Forward,5v5
"SCOTT, JOHN",Minnesota,179:25:00,0,1,1,1,5,8,13,0,0,0.334,0.334,0.33,1.67,2.675,4.347,0,16.7,16.7,2008,Forward,5v5
"IVANANS, RAITIS",Los Angeles,477:46:00,2,0,0,2,24,41,49,8.33,0.251,0,0,0.25,3.01,5.149,6.154,66.7,0,66.7,2008,Forward,5v5
"CONBOY, TIM",Carolina,135:19:00,0,0,0,0,12,12,17,0,0,0,0,0,5.32,5.321,7.538,0,0,0,2008,Forward,5v5
"GERBE, NATHAN",Buffalo,110:58:00,0,0,0,0,22,26,34,0,0,0,0,0,11.9,14.058,18.384,0,0,0,2008,Forward,5v5
"BYFUGLIEN, DUSTIN",Chicago,894:47:00,12,11,4,23,155,202,238,7.74,0.805,0.738,0.268,1.54,10.39,13.545,15.959,37.5,34.4,71.9,2008,Defense,5v5
"MIHALIK, VLADIMIR",Tampa Bay,124:11:00,0,3,0,3,6,10,16,0,0,1.45,0,1.45,2.9,4.832,7.731,0,60,60,2008,Defense,5v5
"HUNWICK, MATT",Boston,733:37:00,6,11,6,17,53,69,101,11.32,0.491,0.9,0.491,1.39,4.33,5.643,8.26,14.6,26.8,41.5,2008,Defense,5v5
"GREEN, MIKE",Washington,1123:56:00,9,15,7,24,114,171,267,7.89,0.48,0.801,0.374,1.28,6.09,9.129,14.254,15.5,25.9,41.4,2008,Defense,5v5
"PAETSCH, NATHAN",Buffalo,248:36:00,2,3,2,5,20,25,32,10,0.483,0.724,0.483,1.21,4.83,6.034,7.723,22.2,33.3,55.6,2008,Defense,5v5
"GREBESHKOV, DENIS",Edmonton,1109:38:00,5,17,7,22,34,52,86,14.71,0.27,0.919,0.379,1.19,1.84,2.812,4.65,8.6,29.3,37.9,2008,Defense,5v5
"BLAKE, ROB",San Jose,1069:26:00,4,17,5,21,112,138,197,3.57,0.224,0.954,0.281,1.18,6.28,7.742,11.053,8.5,36.2,44.7,2008,Defense,5v5
"SOURAY, SHELDON",Edmonton,1236:03:00,8,16,7,24,127,185,265,6.3,0.388,0.777,0.34,1.17,6.16,8.98,12.864,17.4,34.8,52.2,2008,Defense,5v5
"SUTTON, ANDY",NY Islanders,361:25:00,1,6,2,7,16,20,38,6.25,0.166,0.996,0.332,1.16,2.66,3.32,6.309,6.2,37.5,43.8,2008,Defense,5v5
"WEBER, SHEA",Nashville,1352:20:00,10,16,10,26,133,196,252,7.52,0.444,0.71,0.444,1.15,5.9,8.696,11.181,18.2,29.1,47.3,2008,Defense,5v5
"STREIT, MARK",NY Islanders,1202:19:00,4,19,12,23,70,103,154,5.71,0.2,0.948,0.599,1.15,3.49,5.14,7.685,7.3,34.5,41.8,2008,Defense,5v5
"BOYNTON, NICK",Florida,891:02:00,5,12,7,17,83,115,180,6.02,0.337,0.808,0.471,1.14,5.59,7.744,12.121,11.6,27.9,39.5,2008,Defense,5v5
"GILBERT, TOM",Edmonton,1262:54:00,3,21,9,24,64,99,147,4.69,0.142,0.998,0.428,1.14,3.04,4.704,6.984,5.1,35.6,40.7,2008,Defense,5v5
"FOSTER, KURTIS",Minnesota,105:17:00,1,1,0,2,4,8,18,25,0.57,0.57,0,1.14,2.28,4.559,10.258,14.3,14.3,28.6,2008,Defense,5v5
"GIORDANO, MARK",Calgary,697:10:00,0,13,4,13,55,79,118,0,0,1.119,0.344,1.12,4.73,6.799,10.155,0,35.1,35.1,2008,Defense,5v5
"KRONWALL, NIKLAS",Detroit,1293:11:00,2,22,8,24,65,96,140,3.08,0.093,1.021,0.371,1.11,3.02,4.454,6.496,3.2,35.5,38.7,2008,Defense,5v5
"LEBDA, BRETT",Detroit,828:25:00,6,9,6,15,65,95,139,9.23,0.435,0.652,0.435,1.09,4.71,6.881,10.067,18.8,28.1,46.9,2008,Defense,5v5
"MELICHAR, JOSEF",Tampa Bay,447:34:00,0,8,4,8,16,21,45,0,0,1.073,0.536,1.07,2.14,2.815,6.033,0,42.1,42.1,2008,Defense,5v5
"CAMPBELL, BRIAN",Chicago,1350:47:00,2,22,11,24,62,100,150,3.23,0.089,0.977,0.489,1.07,2.75,4.442,6.663,3.6,39.3,42.9,2008,Defense,5v5
"FINGER, JEFF",Toronto,1071:09:00,5,14,6,19,48,79,129,10.42,0.28,0.784,0.336,1.06,2.69,4.425,7.226,9.6,26.9,36.5,2008,Defense,5v5
"BOGOSIAN, ZACH",Winnipeg,680:10:00,6,6,2,12,66,92,138,9.09,0.529,0.529,0.176,1.06,5.82,8.116,12.174,14.3,14.3,28.6,2008,Defense,5v5
"MONTADOR, STEVE",Boston,1022:36:00,4,14,6,18,101,140,182,3.96,0.235,0.821,0.352,1.06,5.93,8.214,10.679,6.9,24.1,31,2008,Defense,5v5
"SPACEK, JAROSLAV",Buffalo,1204:37:00,4,17,5,21,79,107,177,5.06,0.199,0.847,0.249,1.05,3.93,5.33,8.816,6.8,28.8,35.6,2008,Defense,5v5
"WISNIEWSKI, JAMES",Anaheim,695:08:00,2,10,6,12,61,89,134,3.28,0.173,0.863,0.518,1.04,5.27,7.682,11.566,7.1,35.7,42.9,2008,Defense,5v5
"NISKANEN, MATT",Dallas,1161:28:00,4,16,7,20,70,111,161,5.71,0.207,0.827,0.362,1.03,3.62,5.734,8.317,7.7,30.8,38.5,2008,Defense,5v5
"LETANG, KRIS",Pittsburgh,1114:37:00,5,14,0,19,82,117,171,6.1,0.269,0.754,0,1.02,4.41,6.298,9.205,9.3,25.9,35.2,2008,Defense,5v5
