PlayerName,Team,TOI,G,A,FirstA,Points,Shots,iFenwick,iCorsi,ShPct,G60,A60,FirstA60,Points60,Shots60,iFenwick60,iCorsi60,IGP,IAP,IPP,Year,Position,Situation
"SOBOTKA, VLADIMIR",St. Louis,829:45:00,4,16,13,20,64,89,124,6.25,0.289,1.157,0.94,1.45,4.63,6.436,8.967,13.8,55.2,69,2010,Forward,5v5
"VERSTEEG, KRIS",Philadelphia,1078:54:00,11,15,9,26,127,177,242,8.66,0.612,0.834,0.5,1.45,7.06,9.843,13.458,30.6,41.7,72.2,2010,Forward,5v5
"COOKE, MATT",Pittsburgh,789:28:00,6,13,5,19,72,107,136,8.33,0.456,0.988,0.38,1.44,5.47,8.132,10.336,18.2,39.4,57.6,2010,Forward,5v5
"SEGUIN, TYLER",Boston,791:53:00,10,9,8,19,120,156,187,8.33,0.758,0.682,0.606,1.44,9.09,11.82,14.169,40,36,76,2010,Forward,5v5
"ORESKOVICH, VICTOR",Vancouver,125:14:00,0,3,2,3,19,22,24,0,0,1.437,0.958,1.44,9.1,10.54,11.498,0,100,100,2010,Forward,5v5
"MATTHIAS, SHAWN",Florida,544:09:00,6,7,5,13,80,94,123,7.5,0.662,0.772,0.551,1.43,8.82,10.365,13.562,26.1,30.4,56.5,2010,Forward,5v5
"ROLSTON, BRIAN",New Jersey,837:29:00,7,13,7,20,110,154,188,6.36,0.501,0.931,0.501,1.43,7.88,11.033,13.469,25.9,48.1,74.1,2010,Forward,5v5
"WELLWOOD, KYLE",San Jose,461:47:00,5,6,4,11,48,62,85,10.42,0.65,0.78,0.52,1.43,6.24,8.056,11.044,31.3,37.5,68.7,2010,Forward,5v5
"MUELLER, CHRIS",Nashville,126:15:00,0,3,2,3,7,10,12,0,0,1.426,0.951,1.43,3.33,4.753,5.703,0,75,75,2010,Forward,5v5
"ABDELKADER, JUSTIN",Detroit,758:14:00,7,11,7,18,120,173,210,5.83,0.554,0.87,0.554,1.42,9.5,13.69,16.618,21.2,33.3,54.5,2010,Forward,5v5
"KOBASEW, CHUCK",Minnesota,685:01:00,9,7,2,16,70,84,119,12.86,0.788,0.613,0.175,1.4,6.13,7.357,10.423,45,35,80,2010,Forward,5v5
"MAYERS, JAMAL",San Jose,599:33:00,3,11,6,14,56,81,98,5.36,0.3,1.101,0.601,1.4,5.6,8.106,9.807,16.7,61.1,77.8,2010,Forward,5v5
"MODANO, MIKE",Detroit,386:09:00,3,6,2,9,60,82,99,5,0.466,0.932,0.311,1.4,9.32,12.741,15.383,21.4,42.9,64.3,2010,Forward,5v5
"MICHALEK, MILAN",Ottawa,862:19:00,10,10,5,20,118,153,193,8.47,0.696,0.696,0.348,1.39,8.21,10.646,13.429,32.3,32.3,64.5,2010,Forward,5v5
"LANGENBRUNNER, JAMIE",Dallas,909:16:00,5,16,10,21,113,162,197,4.42,0.33,1.056,0.66,1.39,7.46,10.69,12.999,15.6,50,65.6,2010,Forward,5v5
"KOIVU, SAKU",Anaheim,1040:08:00,11,13,6,24,67,86,126,16.42,0.634,0.75,0.346,1.38,3.86,4.961,7.268,26.8,31.7,58.5,2010,Forward,5v5
"KOVALCHUK, ILYA",New Jersey,1389:08:00,16,16,10,32,155,220,293,10.32,0.691,0.691,0.432,1.38,6.69,9.502,12.655,35.6,35.6,71.1,2010,Forward,5v5
"CONNER, CHRIS",Pittsburgh,652:12:00,7,8,4,15,85,115,148,8.24,0.644,0.736,0.368,1.38,7.82,10.58,13.616,28,32,60,2010,Forward,5v5
"PACIORETTY, MAX",Montreal,481:21:00,4,7,5,11,87,125,149,4.6,0.499,0.873,0.623,1.37,10.84,15.581,18.573,22.2,38.9,61.1,2010,Forward,5v5
"DVORAK, RADEK",Winnipeg,876:46:00,6,14,8,20,92,120,146,6.52,0.411,0.958,0.547,1.37,6.3,8.212,9.991,22.2,51.9,74.1,2010,Forward,5v5
"SCHREMP, ROB",Winnipeg,745:45:00,8,9,4,17,59,88,111,13.56,0.644,0.724,0.322,1.37,4.75,7.08,8.931,38.1,42.9,81,2010,Forward,5v5
"MOORE, DOMINIC",Tampa Bay,921:44:00,12,9,8,21,141,180,218,8.51,0.781,0.586,0.521,1.37,9.18,11.717,14.191,37.5,28.1,65.6,2010,Forward,5v5
"CHIMERA, JASON",Washington,921:59:00,6,15,9,21,133,181,215,4.51,0.391,0.976,0.586,1.37,8.66,11.779,13.992,18.8,46.9,65.6,2010,Forward,5v5
"EAGER, BEN",San Jose,703:49:00,7,9,6,16,81,109,134,8.64,0.597,0.767,0.511,1.36,6.91,9.292,11.423,30.4,39.1,69.6,2010,Forward,5v5
"DUMONT, J-P",Nashville,659:51:00,9,6,1,15,74,93,119,12.16,0.818,0.546,0.091,1.36,6.73,8.457,10.821,39.1,26.1,65.2,2010,Forward,5v5
"BOOTH, DAVID",Florida,1233:42:00,15,13,8,28,216,291,377,6.94,0.73,0.632,0.389,1.36,10.51,14.152,18.335,32.6,28.3,60.9,2010,Forward,5v5
"CAMMALLERI, MIKE",Montreal,926:51:00,10,11,6,21,125,173,224,8,0.647,0.712,0.388,1.36,8.09,11.199,14.501,30.3,33.3,63.6,2010,Forward,5v5
"FEHR, ERIC",Washington,532:42:00,7,5,3,12,87,127,162,8.05,0.788,0.563,0.338,1.35,9.8,14.305,18.247,43.7,31.3,75,2010,Forward,5v5
"COGLIANO, ANDREW",Edmonton,1065:24:00,9,15,11,24,92,130,186,9.78,0.507,0.845,0.62,1.35,5.18,7.321,10.475,29,48.4,77.4,2010,Forward,5v5
"HAGMAN, NIKLAS",Calgary,807:40:00,6,12,10,18,112,153,203,5.36,0.446,0.891,0.743,1.34,8.32,11.366,15.081,20.7,41.4,62.1,2010,Forward,5v5
"ALFREDSSON, DANIEL",Ottawa,720:12:00,6,10,7,16,65,87,123,9.23,0.5,0.833,0.583,1.33,5.42,7.248,10.247,25,41.7,66.7,2010,Forward,5v5
"PAAJARVI, MAGNUS",Edmonton,1039:27:00,10,13,7,23,150,198,262,6.67,0.577,0.75,0.404,1.33,8.66,11.429,15.123,30.3,39.4,69.7,2010,Forward,5v5
"JOSEFSON, JACOB",New Jersey,316:22:00,3,4,3,7,27,37,47,11.11,0.569,0.759,0.569,1.33,5.12,7.017,8.914,27.3,36.4,63.6,2010,Forward,5v5
"NIEDERMAYER, ROB",Buffalo,813:49:00,5,13,8,18,71,88,111,7.04,0.369,0.958,0.59,1.33,5.23,6.488,8.184,17.9,46.4,64.3,2010,Forward,5v5
"SUTTER, BRANDON",Carolina,1044:32:00,12,11,10,23,123,169,204,9.76,0.689,0.632,0.574,1.32,7.07,9.708,11.718,30,27.5,57.5,2010,Forward,5v5
"TLUSTY, JIRI",Carolina,545:25:00,6,6,4,12,50,66,97,12,0.66,0.66,0.44,1.32,5.5,7.261,10.671,28.6,28.6,57.1,2010,Forward,5v5
"BROUWER, TROY",Chicago,955:16:00,9,12,8,21,94,135,176,9.57,0.565,0.754,0.502,1.32,5.9,8.479,11.055,24.3,32.4,56.8,2010,Forward,5v5
"RUPP, MICHAEL",Pittsburgh,728:17:00,9,7,5,16,73,100,132,12.33,0.742,0.577,0.412,1.32,6.01,8.239,10.875,40.9,31.8,72.7,2010,Forward,5v5
"BRUNETTE, ANDREW",Minnesota,1095:17:00,8,16,10,24,73,92,102,10.96,0.438,0.876,0.548,1.31,4,5.04,5.588,25,50,75,2010,Forward,5v5
"DRURY, CHRIS",NY Rangers,228:31:00,1,4,2,5,24,37,46,4.17,0.263,1.05,0.525,1.31,6.3,9.715,12.078,14.3,57.1,71.4,2010,Forward,5v5
"HORCOFF, SHAWN",Edmonton,640:02:00,4,10,7,14,52,75,102,7.69,0.375,0.938,0.656,1.31,4.87,7.031,9.562,18.2,45.5,63.6,2010,Forward,5v5
"BOLL, JARED",Columbus,552:06:00,7,5,4,12,64,87,106,10.94,0.761,0.543,0.435,1.3,6.96,9.455,11.52,31.8,22.7,54.5,2010,Forward,5v5
"KOVALEV, ALEX",Pittsburgh,966:55:00,9,12,9,21,106,143,203,8.49,0.558,0.745,0.558,1.3,6.58,8.874,12.597,28.1,37.5,65.6,2010,Forward,5v5
"PISANI, FERNANDO",Chicago,644:53:00,6,8,6,14,67,85,114,8.96,0.558,0.744,0.558,1.3,6.23,7.908,10.607,30,40,70,2010,Forward,5v5
"ARNOTT, JASON",Washington,922:01:00,11,9,7,20,129,168,212,8.53,0.716,0.586,0.456,1.3,8.39,10.933,13.796,37.9,31,69,2010,Forward,5v5
"WEISS, STEPHEN",Florida,1061:49:00,13,10,4,23,108,138,173,12.04,0.735,0.565,0.226,1.3,6.1,7.798,9.776,32.5,25,57.5,2010,Forward,5v5
"LAROSE, CHAD",Carolina,1108:33:00,11,13,7,24,158,221,287,6.96,0.595,0.704,0.379,1.3,8.55,11.962,15.534,32.4,38.2,70.6,2010,Forward,5v5
"ZUBRUS, DAINIUS",New Jersey,1064:40:00,11,12,6,23,89,121,150,12.36,0.62,0.676,0.338,1.3,5.02,6.819,8.453,30.6,33.3,63.9,2010,Forward,5v5
"KNUBLE, MIKE",Washington,1065:35:00,14,9,7,23,158,203,233,8.86,0.788,0.507,0.394,1.3,8.9,11.43,13.12,38.9,25,63.9,2010,Forward,5v5
"FEDOTENKO, RUSLAN",NY Rangers,834:03:00,8,10,6,18,109,146,193,7.34,0.576,0.719,0.432,1.29,7.84,10.503,13.884,26.7,33.3,60,2010,Forward,5v5
"BELESKEY, MATT",Anaheim,417:47:00,3,6,3,9,54,69,88,5.56,0.431,0.862,0.431,1.29,7.76,9.909,12.638,20,40,60,2010,Forward,5v5
"REAVES, RYAN",St. Louis,186:01:00,2,2,2,4,16,18,23,12.5,0.645,0.645,0.645,1.29,5.16,5.806,7.419,33.3,33.3,66.7,2010,Forward,5v5
"REGIN, PETER",Ottawa,653:47:00,3,11,6,14,78,108,139,3.85,0.275,1.01,0.551,1.28,7.16,9.912,12.757,12,44,56,2010,Forward,5v5
"WHITE, RYAN",Montreal,233:56:00,2,3,2,5,29,32,42,6.9,0.513,0.769,0.513,1.28,7.44,8.207,10.772,16.7,25,41.7,2010,Forward,5v5
"HUNTER, TRENT",NY Islanders,187:54:00,1,3,1,4,26,42,56,3.85,0.319,0.958,0.319,1.28,8.3,13.411,17.882,25,75,100,2010,Forward,5v5
"CAMPBELL, GREGORY",Boston,895:16:00,7,12,4,19,85,110,151,8.24,0.469,0.804,0.268,1.27,5.7,7.372,10.12,24.1,41.4,65.5,2010,Forward,5v5
"JONES, RYAN",Edmonton,851:25:00,15,3,1,18,95,130,180,15.79,1.057,0.211,0.07,1.27,6.69,9.161,12.685,62.5,12.5,75,2010,Forward,5v5
"MCCORMICK, CODY",Buffalo,852:09:00,8,10,7,18,104,131,182,7.69,0.563,0.704,0.493,1.27,7.32,9.224,12.815,27.6,34.5,62.1,2010,Forward,5v5
"TANGRADI, ERIC",Pittsburgh,142:14:00,1,2,2,3,17,20,23,5.88,0.422,0.844,0.844,1.27,7.17,8.437,9.702,25,50,75,2010,Forward,5v5
"NODL, ANDREAS",Philadelphia,806:19:00,7,10,6,17,87,111,132,8.05,0.521,0.744,0.447,1.26,6.47,8.26,9.822,23.3,33.3,56.7,2010,Forward,5v5
"MURRAY, ANDREW",Columbus,285:27:00,3,3,1,6,39,49,63,7.69,0.631,0.631,0.21,1.26,8.2,10.3,13.242,50,50,100,2010,Forward,5v5
"PRUST, BRANDON",NY Rangers,952:03:00,8,12,6,20,73,101,125,10.96,0.504,0.756,0.378,1.26,4.6,6.365,7.878,27.6,41.4,69,2010,Forward,5v5
"JONES, BLAIR",Tampa Bay,142:53:00,1,2,2,3,19,22,31,5.26,0.42,0.84,0.84,1.26,7.98,9.238,13.018,25,50,75,2010,Forward,5v5
"MADDEN, JOHN",Minnesota,915:14:00,9,10,5,19,83,108,148,10.84,0.59,0.656,0.328,1.25,5.44,7.08,9.702,33.3,37,70.4,2010,Forward,5v5
"BRENT, TIM",Toronto,683:52:00,7,7,4,14,51,74,91,13.73,0.614,0.614,0.351,1.23,4.47,6.492,7.984,41.2,41.2,82.3,2010,Forward,5v5
"HANZAL, MARTIN",Phoenix,834:19:00,9,8,3,17,109,163,201,8.26,0.647,0.575,0.216,1.22,7.84,11.722,14.455,33.3,29.6,63,2010,Forward,5v5
"PEVERLEY, RICH",Boston,1084:29:00,10,12,8,22,153,199,245,6.54,0.553,0.664,0.443,1.22,8.46,11.01,13.555,31.3,37.5,68.8,2010,Forward,5v5
"FERRIERO, BENN",San Jose,394:26:00,4,4,3,8,48,71,101,8.33,0.609,0.609,0.456,1.22,7.3,10.8,15.364,23.5,23.5,47.1,2010,Forward,5v5
"HOLMSTROM, TOMAS",Detroit,840:08:00,8,9,5,17,78,111,132,10.26,0.571,0.643,0.357,1.21,5.57,7.927,9.427,26.7,30,56.7,2010,Forward,5v5
"FOLIGNO, NICK",Ottawa,1093:24:00,9,13,7,22,129,155,188,6.98,0.494,0.713,0.384,1.21,7.08,8.506,10.316,28.1,40.6,68.8,2010,Forward,5v5
"SHANNON, RYAN",Ottawa,803:10:00,5,11,6,16,91,123,151,5.49,0.373,0.822,0.448,1.2,6.8,9.189,11.28,20,44,64,2010,Forward,5v5
"MIETTINEN, ANTTI",Minnesota,904:17:00,7,11,4,18,120,163,207,5.83,0.465,0.73,0.265,1.19,7.96,10.815,13.735,28,44,72,2010,Forward,5v5
"SAVARD, MARC",Boston,302:08:00,2,4,2,6,35,48,60,5.71,0.397,0.794,0.397,1.19,6.95,9.532,11.915,18.2,36.4,54.5,2010,Forward,5v5
"DWYER, PATRICK",Carolina,807:24:00,7,9,5,16,87,122,158,8.05,0.52,0.669,0.372,1.19,6.47,9.066,11.741,29.2,37.5,66.7,2010,Forward,5v5
"HANDZUS, MICHAL",Los Angeles,959:16:00,8,11,6,19,64,98,120,12.5,0.5,0.688,0.375,1.19,4,6.13,7.506,26.7,36.7,63.3,2010,Forward,5v5
"STAUBITZ, BRAD",Minnesota,457:05:00,4,5,3,9,28,40,50,14.29,0.525,0.656,0.394,1.18,3.68,5.251,6.563,30.8,38.5,69.2,2010,Forward,5v5
"KOSTOPOULOS, TOM",Calgary,763:41:00,6,9,6,15,71,95,129,8.45,0.471,0.707,0.471,1.18,5.58,7.464,10.135,21.4,32.1,53.6,2010,Forward,5v5
"O_REILLY, RYAN",Colorado,916:38:00,9,9,5,18,98,120,148,9.18,0.589,0.589,0.327,1.18,6.41,7.855,9.688,33.3,33.3,66.7,2010,Forward,5v5
"MALHOTRA, MANNY",Vancouver,867:58:00,7,10,6,17,88,124,159,7.95,0.484,0.691,0.415,1.18,6.08,8.572,10.991,25,35.7,60.7,2010,Forward,5v5
"WILLIAMS, JASON",Dallas,204:19:00,2,2,2,4,17,30,42,11.76,0.587,0.587,0.587,1.17,4.99,8.81,12.334,40,40,80,2010,Forward,5v5
"THOMPSON, NATE",Tampa Bay,919:47:00,6,12,9,18,108,147,181,5.56,0.391,0.783,0.587,1.17,7.05,9.589,11.807,24,48,72,2010,Forward,5v5
"CLIFFORD, KYLE",Los Angeles,716:36:00,7,7,5,14,69,97,130,10.14,0.586,0.586,0.419,1.17,5.78,8.122,10.885,35,35,70,2010,Forward,5v5
"SEXTON, DAN",Anaheim,513:49:00,2,8,6,10,70,96,104,2.86,0.234,0.934,0.701,1.17,8.17,11.21,12.144,16.7,66.7,83.3,2010,Forward,5v5
"REPIK, MICHAL",Florida,359:55:00,2,5,4,7,47,75,85,4.26,0.333,0.834,0.667,1.17,7.84,12.503,14.17,25,62.5,87.5,2010,Forward,5v5
"KELLY, CHRIS",Boston,989:17:00,9,10,5,19,96,138,187,9.38,0.546,0.607,0.303,1.15,5.82,8.37,11.341,34.6,38.5,73.1,2010,Forward,5v5
"TAMBELLINI, JEFF",Vancouver,624:54:00,7,5,2,12,95,135,167,7.37,0.672,0.48,0.192,1.15,9.12,12.962,16.035,29.2,20.8,50,2010,Forward,5v5
"JOENSUU, JESSE",NY Islanders,473:50:00,6,3,1,9,40,53,73,15,0.76,0.38,0.127,1.14,5.07,6.711,9.244,40,20,60,2010,Forward,5v5
"BURMISTROV, ALEXANDER",Winnipeg,845:44:00,6,10,5,16,84,118,156,7.14,0.426,0.709,0.355,1.14,5.96,8.371,11.067,23.1,38.5,61.5,2010,Forward,5v5
"O_MARRA, RYAN",Edmonton,211:48:00,1,3,3,4,12,14,17,8.33,0.283,0.85,0.85,1.13,3.4,3.966,4.816,20,60,80,2010,Forward,5v5
"YIP, BRANDON",Colorado,800:20:00,8,7,3,15,106,137,172,7.55,0.6,0.525,0.225,1.12,7.95,10.271,12.895,33.3,29.2,62.5,2010,Forward,5v5
"DOWELL, JAKE",Chicago,801:45:00,4,11,8,15,67,80,97,5.97,0.299,0.823,0.599,1.12,5.01,5.987,7.259,16,44,60,2010,Forward,5v5
"PONIKAROVSKY, ALEXEI",Los Angeles,646:19:00,4,8,5,12,83,110,141,4.82,0.371,0.743,0.464,1.11,7.71,10.212,13.09,21.1,42.1,63.2,2010,Forward,5v5
"FISHER, MIKE",Nashville,1133:57:00,15,6,6,21,142,190,239,10.56,0.794,0.318,0.318,1.11,7.51,10.053,12.646,40.5,16.2,56.8,2010,Forward,5v5
"BAILEY, JOSH",NY Islanders,868:25:00,6,10,6,16,60,75,98,10,0.414,0.691,0.414,1.11,4.15,5.182,6.771,22.2,37,59.3,2010,Forward,5v5
"REDDOX, LIAM",Edmonton,488:46:00,1,8,4,9,67,85,114,1.49,0.123,0.982,0.491,1.1,8.22,10.434,13.994,9.1,72.7,81.8,2010,Forward,5v5
"ELLER, LARS",Montreal,816:32:00,7,8,6,15,76,123,164,9.21,0.514,0.588,0.441,1.1,5.58,9.038,12.051,28,32,60,2010,Forward,5v5
"WARD, JOEL",Nashville,1039:51:00,4,15,7,19,120,150,195,3.33,0.231,0.866,0.404,1.1,6.92,8.655,11.252,11.8,44.1,55.9,2010,Forward,5v5
"WEIGHT, DOUG",NY Islanders,219:15:00,1,3,2,4,23,33,42,4.35,0.274,0.821,0.547,1.09,6.29,9.031,11.494,14.3,42.9,57.1,2010,Forward,5v5
"GRIER, MIKE",Buffalo,824:28:00,5,10,5,15,97,124,148,5.15,0.364,0.728,0.364,1.09,7.06,9.024,10.771,19.2,38.5,57.7,2010,Forward,5v5
"FILATOV, NIKITA",Columbus,221:41:00,0,4,2,4,25,31,45,0,0,1.083,0.541,1.08,6.77,8.39,12.18,0,100,100,2010,Forward,5v5
"BRADLEY, MATT",Washington,611:54:00,4,7,1,11,57,77,102,7.02,0.392,0.686,0.098,1.08,5.59,7.55,10.002,21.1,36.8,57.9,2010,Forward,5v5
"STORTINI, ZACK",Edmonton,222:53:00,0,4,3,4,16,25,36,0,0,1.077,0.808,1.08,4.31,6.73,9.691,0,57.1,57.1,2010,Forward,5v5
"MCMILLAN, BRANDON",Anaheim,671:26:00,6,6,3,12,60,86,109,10,0.536,0.536,0.268,1.07,5.36,7.685,9.74,31.6,31.6,63.2,2010,Forward,5v5
"HARTIKAINEN, TEEMU",Edmonton,168:11:00,2,1,1,3,14,22,27,14.29,0.714,0.357,0.357,1.07,4.99,7.849,9.632,66.7,33.3,100,2010,Forward,5v5
"TALBOT, MAXIME",Pittsburgh,954:23:00,5,12,10,17,99,123,155,5.05,0.314,0.754,0.629,1.07,6.22,7.733,9.745,20.8,50,70.8,2010,Forward,5v5
"TYRELL, DANA",Tampa Bay,786:30:00,6,8,3,14,64,87,106,9.38,0.458,0.61,0.229,1.07,4.88,6.637,8.086,30,40,70,2010,Forward,5v5
"MOEN, TRAVIS",Montreal,842:55:00,5,10,8,15,90,106,126,5.56,0.356,0.712,0.57,1.07,6.41,7.545,8.969,20.8,41.7,62.5,2010,Forward,5v5
"LEWIS, TREVOR",Los Angeles,675:04:00,3,9,4,12,94,141,166,3.19,0.267,0.8,0.355,1.07,8.35,12.532,14.754,18.7,56.3,75,2010,Forward,5v5
"NIEDERREITER, NINO",NY Islanders,112:34:00,1,1,1,2,9,12,16,11.11,0.533,0.533,0.533,1.07,4.8,6.396,8.528,50,50,100,2010,Forward,5v5
"HENSICK, T.J.",St. Louis,113:26:00,1,1,1,2,12,18,22,8.33,0.529,0.529,0.529,1.06,6.35,9.521,11.637,16.7,16.7,33.3,2010,Forward,5v5
"BURISH, ADAM",Dallas,743:39:00,7,6,3,13,82,111,130,8.54,0.565,0.484,0.242,1.05,6.62,8.956,10.489,30.4,26.1,56.5,2010,Forward,5v5
"WINCHESTER, JESSE",Ottawa,686:54:00,4,8,6,12,108,145,177,3.7,0.349,0.699,0.524,1.05,9.43,12.666,15.461,23.5,47.1,70.6,2010,Forward,5v5
"MEYER, STEFAN",Calgary,114:49:00,0,2,1,2,12,16,26,0,0,1.045,0.523,1.05,6.27,8.361,13.587,0,40,40,2010,Forward,5v5
"GILLIES, TREVOR",NY Islanders,115:52:00,2,0,0,2,8,10,14,25,1.036,0,0,1.04,4.14,5.178,7.25,40,0,40,2010,Forward,5v5
"MCCLEMENT, JAY",Colorado,1051:41:00,6,12,9,18,111,160,192,5.41,0.342,0.685,0.513,1.03,6.33,9.128,10.954,18.8,37.5,56.3,2010,Forward,5v5
"SCHAEFER, PETER",Vancouver,118:09:00,1,1,1,2,7,11,18,14.29,0.508,0.508,0.508,1.02,3.55,5.586,9.141,25,25,50,2010,Forward,5v5
"POWE, DARROLL",Philadelphia,709:43:00,3,9,7,12,61,86,121,4.92,0.254,0.761,0.592,1.01,5.16,7.271,10.229,14.3,42.9,57.1,2010,Forward,5v5
"BROWN, MIKE",Toronto,414:36:00,2,5,3,7,52,73,86,3.85,0.289,0.724,0.434,1.01,7.53,10.564,12.446,14.3,35.7,50,2010,Forward,5v5
"BOZAK, TYLER",Toronto,1125:37:00,8,11,7,19,83,108,131,9.64,0.426,0.586,0.373,1.01,4.42,5.757,6.983,22.2,30.6,52.8,2010,Forward,5v5
"JOHNSON, RYAN",Chicago,298:09:00,1,4,0,5,23,28,34,4.35,0.201,0.805,0,1.01,4.63,5.635,6.842,10,40,50,2010,Forward,5v5
"ADAM, LUKE",Buffalo,179:44:00,3,0,0,3,25,33,37,12,1.002,0,0,1,8.35,11.016,12.352,75,0,75,2010,Forward,5v5
"BERNIER, STEVE",Florida,720:43:00,2,10,5,12,80,112,136,2.5,0.167,0.833,0.416,1,6.66,9.324,11.322,10.5,52.6,63.2,2010,Forward,5v5
"CLARKSON, DAVID",New Jersey,965:17:00,11,5,3,16,173,226,263,6.36,0.684,0.311,0.186,0.99,10.75,14.048,16.348,57.9,26.3,84.2,2010,Forward,5v5
"WINNIK, DANIEL",Colorado,1034:10:00,6,11,8,17,139,182,229,4.32,0.348,0.638,0.464,0.99,8.06,10.559,13.286,24,44,68,2010,Forward,5v5
"FIDDLER, VERNON",Phoenix,851:50:00,4,10,7,14,83,110,140,4.82,0.282,0.704,0.493,0.99,5.85,7.748,9.861,13.8,34.5,48.3,2010,Forward,5v5
"MARTIN, MATT",NY Islanders,669:25:00,4,7,3,11,54,82,122,7.41,0.358,0.627,0.269,0.99,4.84,7.35,10.935,22.2,38.9,61.1,2010,Forward,5v5
"BOULTON, ERIC",Winnipeg,608:38:00,6,4,4,10,50,67,86,12,0.592,0.394,0.394,0.99,4.93,6.605,8.478,30,20,50,2010,Forward,5v5
"BRULE, GILBERT",Edmonton,487:41:00,6,2,2,8,58,71,88,10.34,0.738,0.246,0.246,0.98,7.14,8.735,10.827,42.9,14.3,57.1,2010,Forward,5v5
"CLARK, CHRIS",Columbus,615:28:00,2,8,5,10,76,97,121,2.63,0.195,0.78,0.487,0.97,7.41,9.456,11.796,13.3,53.3,66.7,2010,Forward,5v5
"CONROY, CRAIG",Calgary,123:30:00,2,0,0,2,11,16,20,18.18,0.972,0,0,0.97,5.34,7.773,9.717,66.7,0,66.7,2010,Forward,5v5
"DORSETT, DEREK",Columbus,868:14:00,4,10,5,14,100,136,178,4,0.276,0.691,0.345,0.97,6.91,9.398,12.301,20,50,70,2010,Forward,5v5
"OTT, STEVE",Dallas,993:46:00,7,9,9,16,83,120,156,8.43,0.423,0.543,0.543,0.97,5.01,7.245,9.419,22.6,29,51.6,2010,Forward,5v5
"GLASS, TANNER",Vancouver,559:50:00,3,6,6,9,41,63,79,7.32,0.322,0.643,0.643,0.96,4.39,6.752,8.467,21.4,42.9,64.3,2010,Forward,5v5
"NICHOL, SCOTT",San Jose,436:38:00,4,3,2,7,58,71,81,6.9,0.55,0.412,0.275,0.96,7.97,9.757,11.131,30.8,23.1,53.8,2010,Forward,5v5
"RUUTU, JARKKO",Anaheim,686:20:00,3,8,5,11,61,90,116,4.92,0.262,0.699,0.437,0.96,5.33,7.868,10.141,15.8,42.1,57.9,2010,Forward,5v5
"O_SULLIVAN, PATRICK",Minnesota,315:51:00,2,3,3,5,40,63,77,5,0.38,0.57,0.57,0.95,7.6,11.968,14.627,20,30,50,2010,Forward,5v5
"COMRIE, MIKE",Pittsburgh,189:55:00,0,3,2,3,19,23,30,0,0,0.948,0.632,0.95,6,7.266,9.478,0,75,75,2010,Forward,5v5
"PORTER, CHRIS",St. Louis,443:28:00,3,4,3,7,54,71,86,5.56,0.406,0.541,0.406,0.95,7.31,9.606,11.636,23.1,30.8,53.8,2010,Forward,5v5
"WINCHESTER, BRAD",Anaheim,701:27:00,7,4,2,11,74,99,123,9.46,0.599,0.342,0.171,0.94,6.33,8.468,10.521,36.8,21.1,57.9,2010,Forward,5v5
"MAXWELL, BEN",Winnipeg,128:33:00,1,1,0,2,11,16,17,9.09,0.467,0.467,0,0.93,5.13,7.468,7.935,50,50,100,2010,Forward,5v5
"HORDICHUK, DARCY",Florida,323:03:00,1,4,1,5,31,43,59,3.23,0.186,0.743,0.186,0.93,5.76,7.986,10.958,11.1,44.4,55.6,2010,Forward,5v5
"NEIL, CHRIS",Ottawa,970:55:00,5,10,5,15,97,134,183,5.15,0.309,0.618,0.309,0.93,5.99,8.281,11.309,17.9,35.7,53.6,2010,Forward,5v5
"PAHLSSON, SAMUEL",Columbus,976:40:00,5,10,5,15,90,118,156,5.56,0.307,0.614,0.307,0.92,5.53,7.249,9.584,25,50,75,2010,Forward,5v5
"JANSSEN, CAM",St. Louis,261:44:00,1,3,2,4,16,23,28,6.25,0.229,0.688,0.459,0.92,3.67,5.272,6.419,16.7,50,66.7,2010,Forward,5v5
"THORBURN, CHRIS",Winnipeg,917:06:00,6,8,4,14,102,131,171,5.88,0.393,0.523,0.262,0.92,6.67,8.57,11.187,21.4,28.6,50,2010,Forward,5v5
"MCRAE, PHILIP",St. Louis,131:15:00,1,1,1,2,12,16,24,8.33,0.457,0.457,0.457,0.91,5.49,7.314,10.971,50,50,100,2010,Forward,5v5
"GOMEZ, SCOTT",Montreal,1123:54:00,4,13,8,17,113,151,194,3.54,0.213,0.694,0.427,0.91,6.03,8.061,10.357,13.3,43.3,56.7,2010,Forward,5v5
"CROMBEEN, BJ",St. Louis,866:22:00,6,7,1,13,104,146,194,5.77,0.415,0.485,0.069,0.9,7.2,10.111,13.435,25,29.2,54.2,2010,Forward,5v5
"HALL, ADAM",Tampa Bay,938:03:00,7,7,6,14,156,205,232,4.49,0.448,0.448,0.384,0.9,9.98,13.112,14.839,30.4,30.4,60.9,2010,Forward,5v5
"SMITH, ZACK",Ottawa,604:51:00,4,5,2,9,70,92,123,5.71,0.397,0.496,0.198,0.89,6.94,9.126,12.201,28.6,35.7,64.3,2010,Forward,5v5
"CULLEN, MATT",Minnesota,941:01:00,3,11,5,14,87,119,165,3.45,0.191,0.701,0.319,0.89,5.55,7.588,10.521,9.7,35.5,45.2,2010,Forward,5v5
"ROSEHILL, JAY",Toronto,134:45:00,1,1,1,2,12,13,16,8.33,0.445,0.445,0.445,0.89,5.34,5.788,7.124,33.3,33.3,66.7,2010,Forward,5v5
